,0
366,-1334.3496667188529
367,-1321.8680135551572
368,-1333.0171795551933
369,-1311.4305098541736
370,-1292.7055317027593
371,-1285.2044906085682
372,-1286.8259844763215
373,-1299.8916817577474
374,-1314.9290870521843
375,-1308.8775110949975
376,-1297.998140689869
377,-1291.1692649974402
378,-1272.2737502669909
379,-1279.794568602239
380,-1275.2094880947466
381,-1258.6695716554568
382,-1275.5576646355482
383,-1282.581113849239
384,-1255.8085867134216
385,-1234.7603172033914
386,-1226.395504739169
387,-1223.172101509791
388,-1243.5133708631695
389,-1243.4879949116323
390,-1234.777271411607
391,-1230.8889594836232
392,-1217.5540089538997
393,-1220.9811451188182
394,-1234.1656774756248
395,-1231.4689199818483
396,-1241.2015490101294
397,-1255.1923063490415
398,-1258.852704680396
399,-1273.9451193632708
400,-1271.5880612114693
401,-1251.5928795722236
402,-1258.6721542840369
403,-1255.0842339539201
404,-1286.7491732053968
405,-1304.466115778037
406,-1289.746941148046
407,-1314.5316934247387
408,-1324.940914697064
409,-1347.489057260198
410,-1366.5863298516256
411,-1373.021941075563
412,-1353.447764011976
413,-1362.9403048055271
414,-1390.7341591889722
415,-1397.8638204583115
416,-1397.8029227147135
417,-1382.5318757642924
418,-1372.6612243888146
419,-1359.7254721871816
420,-1357.857571173654
421,-1389.0707734010612
422,-1397.544936529396
423,-1397.435921399738
424,-1385.48936773375
425,-1362.080566049321
426,-1349.476284882095
427,-1328.7712262248206
428,-1332.208173975638
429,-1330.5710695524597
430,-1333.0286510423014
431,-1329.8583452978198
432,-1321.5032781447358
433,-1326.261954554342
434,-1308.1987291261994
435,-1309.465770288555
436,-1332.5314300576288
437,-1338.552674771888
438,-1341.3921182126874
439,-1333.3435548300245
440,-1325.5902352771898
441,-1328.7540286397127
442,-1309.1248941949639
443,-1312.2301952071505
444,-1299.0659853590303
445,-1309.9342413025522
446,-1364.322808278313
447,-1356.2797685517037
448,-1357.9259651777115
449,-1335.6351131014924
450,-1344.4878669626355
451,-1330.5869972555834
452,-1326.1009947371385
453,-1339.1473011170037
454,-1340.0524152473415
455,-1357.8703908996495
456,-1385.0556925389997
457,-1398.1297843249756
458,-1394.4664871862599
459,-1408.0474283494977
460,-1424.6349183220216
461,-1454.24225535797
462,-1458.5564901717255
463,-1444.3038927594666
464,-1435.8182440501519
465,-1439.8402846901752
466,-1429.3164276141586
467,-1402.9460168351102
468,-1398.0563464892762
469,-1426.7153318170645
470,-1431.784521613814
471,-1474.675423367773
472,-1480.611708068411
473,-1512.2971554376018
474,-1523.4569158007284
475,-1538.4975028372207
476,-1546.1049796107911
477,-1557.515091849135
478,-1568.8362406711333
479,-1563.6547889294459
480,-1547.9879120633195
481,-1549.5180651631808
482,-1569.1838309351774
483,-1533.9232530872066
484,-1502.6927311747058
485,-1479.0852845526158
486,-1454.8855071710304
487,-1445.375386019788
488,-1430.507186924402
489,-1415.1108395406457
490,-1413.119157855441
491,-1413.1048133282
492,-1394.44961455407
493,-1405.2206506400923
494,-1423.9705701648115
495,-1427.6417798261264
496,-1443.5927118180466
497,-1416.4733283602802
498,-1396.6668177279187
499,-1395.5794059601933
500,-1377.3061617397275
501,-1386.8718162455484
502,-1405.989605750754
503,-1417.6010944129337
504,-1407.8219883303805
505,-1429.4284151986037
506,-1424.1877307722077
507,-1410.2539108374333
508,-1387.866582013669
509,-1381.6293634664005
510,-1374.1712637867292
511,-1400.6551582386023
512,-1384.6131866766154
513,-1391.4141802349832
514,-1423.1026834288523
515,-1416.3870144297828
516,-1400.373996933737
517,-1371.2140972413758
518,-1363.7672308462609
519,-1354.7226654045664
520,-1348.9930668914203
521,-1352.1593013181134
522,-1350.475447735626
523,-1347.9499590767489
524,-1336.144737299963
525,-1342.3031941985378
526,-1376.9985645193021
527,-1368.4702020665598
528,-1365.7961340144516
529,-1357.1671586255168
530,-1345.180736533378
531,-1352.4177946112245
532,-1331.3116328969681
533,-1340.978695450613
534,-1339.9199553255366
535,-1326.6904329461615
536,-1314.8828815086856
537,-1301.1330186070707
538,-1285.7162060168992
539,-1271.419067577137
540,-1283.5154195391856
541,-1295.4646474525273
542,-1283.3703765669554
543,-1278.592685404892
544,-1295.1046847409477
545,-1295.254216649634
546,-1284.2202838969733
547,-1295.5123103359817
548,-1277.8031827157677
549,-1287.4563434401798
550,-1286.2277680649202
551,-1289.0616483934293
552,-1321.6397070637172
553,-1331.4176654299663
554,-1326.1558923167297
555,-1311.632300180174
556,-1292.1315682570144
557,-1322.5229170186783
558,-1303.740556090071
559,-1289.110609549087
560,-1270.770255674147
561,-1300.2174734184166
562,-1320.9315423976745
563,-1340.36835021975
564,-1353.762466234171
565,-1362.0927307897402
566,-1354.2811632220762
567,-1364.8130140489209
568,-1372.857190593287
569,-1366.8361197450135
570,-1362.662280866262
571,-1399.6224447986478
572,-1399.9992303613762
573,-1408.8961663501336
574,-1404.759543347796
575,-1396.587315533661
576,-1400.679226308967
577,-1392.8422014777775
578,-1384.0742022075945
579,-1362.993818061158
580,-1367.5513341075302
581,-1365.083179515108
582,-1348.014843761481
583,-1354.8213929239857
584,-1355.676512474329
585,-1375.8266535859716
586,-1373.2216770657901
587,-1369.9501446409004
588,-1374.6583381107707
589,-1353.886593880757
590,-1358.7873262338196
591,-1347.5409096251112
592,-1352.2185820480547
593,-1373.6303823265741
594,-1348.7134855317188
595,-1342.526829751547
596,-1324.0136294376784
597,-1348.6082714970446
598,-1330.6144210706148
599,-1330.8882958179688
600,-1334.490845203751
601,-1324.345925184706
602,-1315.1750962624358
603,-1297.558988145674
604,-1313.2264442112216
605,-1312.060231088936
606,-1333.8427907357398
607,-1348.6586911895172
608,-1360.4445651574451
609,-1364.3396495431898
610,-1355.4215406907672
611,-1347.5789266044799
612,-1345.6014371212025
613,-1342.546442057898
614,-1330.5904401132002
615,-1338.5281641893955
616,-1335.9461112794331
617,-1356.0164667228735
618,-1357.0725688517052
619,-1341.9865605454977
620,-1359.2565876915064
621,-1374.7918222700057
622,-1392.8290795564762
623,-1377.1590016373038
624,-1412.6977326048564
625,-1398.0994615541422
626,-1399.5698410508849
627,-1384.4814575045384
628,-1392.0775809353709
629,-1412.6526009730358
630,-1388.2877540952256
631,-1389.551984867882
632,-1407.6797969241852
633,-1412.8996244899483
634,-1434.053154566994
635,-1433.9953637921637
636,-1444.7134956827736
637,-1437.971339533065
638,-1450.1060575881306
639,-1461.8318072919797
640,-1452.3042202460563
641,-1450.9276534851392
642,-1447.9356915755025
643,-1462.7797498048633
644,-1447.1224290917773
645,-1431.777813578471
646,-1420.0754429870917
647,-1396.7094512316214
648,-1405.1442998393572
649,-1395.976132633136
650,-1380.9373604606135
651,-1374.1280273421996
652,-1369.1705607805638
653,-1352.090351166902
654,-1348.8570377442713
655,-1347.6566663443714
656,-1355.3372692220275
657,-1337.7600458168047
658,-1345.7457738558494
659,-1343.516517277805
660,-1349.0584584897247
661,-1332.6323990818737
662,-1333.6959674046213
663,-1348.4488485802372
664,-1353.6282507988349
665,-1371.7685941622494
666,-1356.3355072207187
667,-1361.4430015640805
668,-1358.5998063911256
669,-1356.5999961589212
670,-1347.661306032318
671,-1392.2519641303306
672,-1404.9352903037106
673,-1411.64086856036
674,-1389.9746374619835
675,-1429.9258823460098
676,-1436.1440261580808
677,-1420.3544997623167
678,-1418.6149129662392
679,-1425.0860395105847
680,-1446.9244000368456
681,-1434.3928479200135
682,-1436.7754276185856
683,-1426.8829366865632
684,-1426.571728473036
685,-1426.226291412982
686,-1415.5721619751203
687,-1393.1581995158579
688,-1391.916545136844
689,-1377.140350224099
690,-1370.412699592445
691,-1365.9211977254784
692,-1354.0312164243028
693,-1348.3213645005117
694,-1338.9267926333375
695,-1319.3943754684742
696,-1304.2169814262102
697,-1316.487483805492
698,-1313.9700830489617
699,-1312.6842820958254
700,-1315.256357569172
701,-1321.4561477658901
702,-1321.564889533284
703,-1326.0579671237126
704,-1332.4434915128431
705,-1316.496531692438
706,-1321.4631135754364
707,-1327.289809314337
708,-1307.1573200506994
709,-1284.2071288166949
710,-1270.2218707749803
711,-1288.284324091757
712,-1304.8756410028345
713,-1300.221971857961
714,-1310.0421050097193
715,-1310.9259054348227
716,-1299.5782988557148
717,-1287.9081578111532
718,-1301.9194440503913
719,-1296.3003747158257
720,-1297.5701430973884
721,-1285.5398948292743
722,-1285.2315787209538
723,-1272.880288246486
724,-1269.126862447536
725,-1256.103904782614
726,-1237.546702966138
727,-1264.0025673952002
728,-1263.3263574541797
729,-1269.1855515077566
730,-1287.5426226466045
731,-1279.0897362514238
732,-1305.717117886935
733,-1311.8445825528227
734,-1322.3472700298505
735,-1331.1242876033882
736,-1327.9499054083649
737,-1336.4643018084391
738,-1364.1855424207179
739,-1371.0775165165219
740,-1366.4212848987056
741,-1391.1461630998867
742,-1394.7109454464132
743,-1389.277931766069
744,-1401.8923287698003
745,-1398.609966359897
746,-1420.3770102360631
747,-1431.8906586158962
748,-1422.7517426817008
749,-1404.500791586214
750,-1407.014778653561
751,-1394.2665049540433
752,-1412.5278389582236
753,-1421.0344208436113
754,-1438.1035786967452
755,-1442.176651518474
756,-1423.5858436111425
757,-1424.7550835750596
758,-1437.4902305127857
759,-1430.45570402644
760,-1413.419546215326
761,-1401.271339929351
762,-1449.9093345787435
763,-1442.4133770908393
764,-1445.743813803926
765,-1442.7390283256807
766,-1445.2851421644434
767,-1430.8233941167507
768,-1432.2615161665476
769,-1439.969653486002
770,-1426.7731976955465
771,-1464.5766394639204
772,-1456.5800706360883
773,-1448.4147847142995
774,-1434.3220329431765
775,-1430.9933132994456
776,-1430.2206534695833
777,-1427.251823079518
778,-1436.1848832089554
779,-1436.8028679021884
780,-1441.5466138767401
781,-1443.2394659600175
782,-1439.973277071798
783,-1426.8286270224369
784,-1426.035090272388
785,-1446.669811653936
786,-1452.555557601724
787,-1437.5640017087871
788,-1426.0751540237115
789,-1429.6096068199813
790,-1402.9500559338114
791,-1405.6912472628057
792,-1397.6593326357079
793,-1385.1584787500487
794,-1394.994909827051
795,-1377.1892107390838
796,-1381.3814048255006
797,-1383.966952964941
798,-1404.2135502502347
799,-1409.053324157701
800,-1422.7947427957502
801,-1420.7223559298632
802,-1422.6596483647234
803,-1432.4020370496694
804,-1421.7164694641988
805,-1429.3253543146345
806,-1445.4690244142175
807,-1422.617565454596
808,-1398.9083454743718
809,-1385.4963035053318
810,-1401.9695851669665
811,-1388.0072420275342
812,-1375.9945036646166
813,-1350.107811978149
814,-1337.8052352792945
815,-1357.5726591105897
816,-1379.0000806588794
817,-1402.655146666762
818,-1397.0200805825696
819,-1387.97653756779
820,-1369.7316783308418
821,-1388.8489671437064
822,-1377.8846427414226
823,-1358.8275549540156
824,-1363.5787658495428
825,-1361.6411655059908
826,-1340.8295387921542
827,-1330.4375340266797
828,-1332.492618066708
829,-1331.3972494168331
830,-1318.8001715417715
831,-1325.3868043843559
832,-1338.1264443306607
833,-1331.1593647361383
834,-1318.8228544600756
835,-1324.6306680899172
836,-1305.9596608537229
837,-1304.2530947352218
838,-1318.718873615671
839,-1295.632983403818
840,-1296.02280150804
841,-1283.241706968531
842,-1285.0467927883278
843,-1283.002747997063
844,-1297.6495082124723
845,-1312.6317263183792
846,-1309.3628253682436
847,-1304.633575359524
848,-1291.5276064444545
849,-1292.1010926780443
850,-1310.2960184225713
851,-1322.37690762312
852,-1318.0117921753426
853,-1311.7660569979407
854,-1293.8815225436601
855,-1306.5855964863867
856,-1325.682000541319
857,-1303.9430772325018
858,-1312.7415709523736
859,-1315.9913423974037
860,-1308.9969868754383
861,-1348.2443727736902
862,-1351.428920497188
863,-1363.6226535881972
864,-1369.9238356467447
865,-1358.9661021780619
866,-1351.1261067022995
867,-1381.113470268557
868,-1363.4592887241754
869,-1350.1348719902157
870,-1354.1201451315171
871,-1336.625240207426
872,-1326.7840678202656
873,-1331.3229079916225
874,-1334.8776255394384
875,-1337.2444417746506
876,-1339.802308498025
877,-1338.2937378887657
878,-1338.1093082680472
879,-1321.0861559653883
880,-1342.2447004217556
881,-1316.8827402106213
882,-1306.2537401525572
883,-1302.4530055031141
884,-1298.3785449717893
885,-1295.6568970825483
886,-1309.2548007004623
887,-1304.6025168788813
888,-1339.9594971296822
889,-1353.0194943201975
890,-1349.116483347341
891,-1366.9566119457618
892,-1375.556217304733
893,-1382.4586508513648
894,-1404.816092267017
895,-1390.5059501324604
896,-1373.723937379585
897,-1353.8417876863616
898,-1362.590029116482
899,-1397.389234108116
900,-1377.7362584943087
901,-1365.9353572925793
902,-1353.0574048530507
903,-1352.380614068321
904,-1337.5593213519783
905,-1340.6475250574335
906,-1365.5442193975186
907,-1347.6396200027186
908,-1330.3872642139893
909,-1330.7967216383458
910,-1348.834581247205
911,-1354.5549376261108
912,-1330.818992078963
913,-1319.1816670080252
914,-1346.0632824922907
915,-1349.2051079022908
916,-1332.0764995851473
917,-1324.0435641059485
918,-1328.1196458144348
919,-1324.0984280063328
920,-1315.3729651105878
921,-1326.0208704570964
922,-1323.4643382654235
923,-1307.9452722510466
924,-1326.8536335840658
925,-1337.2499897056723
926,-1336.3282590323172
927,-1329.0850927436568
928,-1347.2256184967837
929,-1339.764310062934
930,-1339.4125966260108
931,-1345.5086083773444
932,-1338.7745180798747
933,-1349.4302417000968
934,-1342.9479041920654
935,-1333.1388268827068
936,-1329.0405146745013
937,-1315.2827996694853
938,-1337.1193657221502
939,-1345.9106640492703
940,-1348.5306640920985
941,-1343.536681210674
942,-1327.5215537367226
943,-1315.679416711014
944,-1310.8619520031014
945,-1315.252113125468
946,-1310.8970921659975
947,-1304.7181127393078
948,-1310.540786949016
949,-1327.0900423002067
950,-1324.4623486749454
951,-1315.0010094148652
952,-1319.3869561129272
953,-1312.1057849522258
954,-1301.4684156642165
955,-1290.770173569602
956,-1300.2757115402771
957,-1314.6001010684731
958,-1292.2715800006642
959,-1293.4113773158397
960,-1285.3739277447464
961,-1278.5420820163295
962,-1292.029153287361
963,-1289.0715195376704
964,-1282.4691932666078
965,-1280.5964031977817
966,-1281.3790804199648
967,-1273.1600554007666
968,-1293.706342888971
969,-1288.5393055601364
970,-1285.0550149843034
971,-1262.5036475247648
972,-1255.3722955440692
973,-1261.840232954871
974,-1271.8421306404764
975,-1268.4963530476364
976,-1275.4363865193448
977,-1300.5950550864532
978,-1302.0807495396616
979,-1315.2340031076117
980,-1320.9954198815665
981,-1332.3538921095085
982,-1311.983975501432
983,-1289.4645062921961
984,-1296.0409716487293
985,-1294.816793509082
986,-1295.9767717859424
987,-1317.1281040953154
988,-1311.1180880171878
989,-1307.6041478540974
990,-1308.6037699161386
991,-1303.2742972166873
992,-1279.8830869885358
993,-1265.9070263150804
994,-1248.4720892674236
995,-1250.5633550419159
996,-1251.0080210420915
997,-1262.1817665958536
998,-1269.392510223996
999,-1252.685453922647
1000,-1247.1665640306653
1001,-1238.9544099930263
1002,-1224.4962618939562
1003,-1252.0265254866213
1004,-1251.8108923260586
1005,-1269.4228120995615
1006,-1300.9190383971893
1007,-1324.6940854354311
1008,-1330.0869251647387
1009,-1307.2648454968687
1010,-1308.8594076240283
1011,-1301.1398478103285
1012,-1282.053536539908
1013,-1281.978679203589
1014,-1274.2260974607339
1015,-1298.8062023059385
1016,-1286.4286616145976
1017,-1293.6179265534042
1018,-1290.1161196759954
1019,-1317.8188378966238
1020,-1307.963178494697
1021,-1298.145516684234
1022,-1290.3949415904542
1023,-1306.881990801599
1024,-1316.4975507435806
1025,-1304.2501994043173
1026,-1301.7486132565205
1027,-1298.3477091869097
1028,-1298.1079281848906
1029,-1323.2675098241077
1030,-1312.2664357876156
1031,-1318.4305353324373
1032,-1316.282347463304
1033,-1305.9629171640856
1034,-1311.1894117580928
1035,-1309.0359386578432
1036,-1283.4227416666467
1037,-1297.3929792504719
1038,-1293.2867253345678
1039,-1308.3608139360445
1040,-1309.7050155486422
1041,-1331.2715045035488
1042,-1335.5153935023977
1043,-1317.577510966882
1044,-1298.1583543693487
1045,-1280.9211985964523
1046,-1273.3567386699128
1047,-1273.6508138966028
1048,-1273.7197614550942
1049,-1286.9517384331832
1050,-1337.756046476367
1051,-1320.8710968992323
1052,-1305.9457481010572
1053,-1313.5272786306161
1054,-1329.7849161672434
1055,-1307.170393497762
1056,-1327.936351813978
1057,-1328.4390715313702
1058,-1312.2033078979052
1059,-1310.3458237748334
1060,-1321.0646369659617
1061,-1319.3206996760418
1062,-1317.1516336786963
1063,-1316.8263973609803
1064,-1295.8488895027792
1065,-1283.6200722440856
1066,-1274.4103834100233
1067,-1258.4576709400603
1068,-1274.5036939759725
1069,-1279.2460804081743
1070,-1275.3054861047233
1071,-1265.9218593663063
1072,-1259.4849308698458
1073,-1253.300079997887
1074,-1242.1118780822228
1075,-1263.396713001445
1076,-1248.6460536520626
1077,-1250.6637364693147
1078,-1277.9503124502255
1079,-1275.0050196638517
1080,-1275.9063452415774
1081,-1287.8033630634452
1082,-1302.1851102237777
1083,-1291.27264440624
1084,-1304.3965261088215
1085,-1315.4218580682382
1086,-1314.7896006941507
1087,-1315.3144277048348
1088,-1319.4094450694272
1089,-1336.5568260764792
1090,-1336.684836029596
1091,-1351.8508556309766
1092,-1357.8380992611221
1093,-1362.25063837069
1094,-1368.9897775186053
1095,-1338.4852621655216
1096,-1334.9250390486718
1097,-1327.4443429780001
1098,-1313.6516226241606
1099,-1296.8374313123002
1100,-1307.4162380905575
1101,-1304.7231697706811
1102,-1302.0704072306967
1103,-1311.2810562773052
1104,-1312.1622387737668
1105,-1308.7005514594448
1106,-1304.6437016481148
1107,-1296.1352335099984
1108,-1278.987058055741
1109,-1297.9518098057938
1110,-1303.1932532702592
1111,-1304.845502158539
1112,-1350.217701223092
1113,-1361.4561801680852
1114,-1356.306274741659
1115,-1355.0660314595375
1116,-1347.269521772824
1117,-1341.1921531135827
1118,-1331.9625320157606
1119,-1317.7818825894537
1120,-1322.3725868516517
1121,-1311.4266647823679
1122,-1314.191854096342
1123,-1316.3446169686872
1124,-1311.9403355436423
1125,-1302.842054141438
1126,-1302.6318879820626
1127,-1291.061865638496
1128,-1278.6776952076764
1129,-1275.7998061950648
1130,-1263.2561814238654
1131,-1262.8024374019071
1132,-1275.3755468485667
1133,-1274.3437463248124
1134,-1267.2077404275697
1135,-1266.692637784487
1136,-1250.0929996696525
1137,-1238.6953578425473
1138,-1248.2069914361368
1139,-1241.9525367205576
1140,-1240.737934330567
1141,-1252.21644672851
1142,-1266.7019902332468
1143,-1265.2298419440494
1144,-1266.7493596549743
1145,-1276.4115404453294
1146,-1280.8755393145393
1147,-1271.2641804781122
1148,-1267.6054592579385
1149,-1271.815807259704
1150,-1320.9982837784953
1151,-1332.4198187167888
1152,-1352.9697110052894
1153,-1373.5215864921008
1154,-1384.3980739174833
1155,-1389.4343476811923
1156,-1380.4579074851667
1157,-1377.9773505086523
1158,-1373.473441066763
1159,-1394.857588050365
1160,-1403.403888828895
1161,-1387.4759285278167
1162,-1399.6712377665126
1163,-1383.8219311750242
1164,-1389.913813720733
1165,-1376.2518276594283
1166,-1373.5285491794502
1167,-1377.6232031424274
1168,-1365.5336023085474
1169,-1371.4328780299772
1170,-1397.1835910704328
1171,-1383.1582338243263
1172,-1401.3024802191142
